market,trades,wr,pnl,pf,exp,median,dd,equity
BINANCE,25,60.0,16.788249089489284,2.0022591416213293,0.6715299635795714,0.34190313437710035,-6.941516553290716,117.22666849154787
BYBIT,24,50.0,12.669539922675288,1.7059821015822756,0.527897496778137,0.1343029658197919,-7.033678427127976,112.52278094676552
OKX,26,53.84615384615385,13.056609429562032,1.6207115704804875,0.5021772857523858,0.33033129304938863,-9.32519447244583,112.84084640889252
