strategy,market,trades,wr,pnl,pf,exp,dd
V1.5A,BINANCE_SPOT,49,40.816326530612244,7.4024175874280065,1.1993866357736467,0.15106974668220421,-10.93348938917089
V1.5A,BYBIT_PERPETUAL,51,33.33333333333333,-9.717104330686679,0.7835164892455107,-0.1905314574644447,-23.28078938413235
V1.5B,BINANCE_SPOT,25,40.0,7.444640274663477,1.446937391836422,0.2977856109865391,-5.930139661444478
V1.5B,BYBIT_PERPETUAL,29,20.689655172413794,-14.049486171825045,0.49417818504902766,-0.4844650404077602,-16.597791468966495
