side,entry_time,exit_time,entry_price,exit_price,reason,pnl_pct,year
SELL,2023-06-13 16:00:00,2023-06-14 00:00:00,25748.1,25987.61219748081,STOP,-1.0802130933187686,2023
BUY,2023-08-14 05:00:00,2023-08-14 15:00:00,29400.4,29596.42241267083,TAKE_PROFIT,0.5167338290323504,2023
SELL,2023-09-11 12:00:00,2023-09-11 13:00:00,25586.0,25738.246820782355,STOP,-0.7450395559382277,2023
BUY,2023-09-16 00:00:00,2023-09-18 00:00:00,26588.9,26366.817626358774,STOP,-0.9852446834627517,2023
SELL,2023-09-27 15:00:00,2023-09-28 00:00:00,26182.9,26397.691005075918,STOP,-0.9703484147131007,2023
BUY,2023-10-29 14:00:00,2023-10-30 02:00:00,34399.8,34200.455311395475,STOP,-0.7294937430000396,2023
BUY,2023-11-07 19:00:00,2023-11-08 15:00:00,35408.9,35083.49093152928,STOP,-1.0690036077673095,2023
BUY,2023-12-20 15:00:00,2023-12-20 20:00:00,43902.4,43381.84526086024,STOP,-1.335709070893079,2023
BUY,2024-01-04 22:00:00,2024-01-05 01:00:00,44456.0,43704.958630302404,STOP,-1.8394038368220165,2024
SELL,2024-01-18 18:00:00,2024-01-18 19:00:00,41823.0,40879.562803146124,TAKE_PROFIT,2.1057855650093877,2024
BUY,2024-02-01 20:00:00,2024-02-02 13:00:00,43201.1,42683.70759334536,STOP,-1.3476371126074076,2024
BUY,2024-02-26 17:00:00,2024-02-26 19:00:00,53442.6,54506.35673827103,TAKE_PROFIT,1.8404659172103026,2024
SELL,2024-05-10 15:00:00,2024-05-12 17:00:00,61039.3,61587.3,TREND_REVERSAL,-1.0477822484858115,2024
BUY,2024-05-15 14:00:00,2024-05-15 18:00:00,64098.0,65767.90586084174,TAKE_PROFIT,2.455238635903991,2024
BUY,2024-05-17 16:00:00,2024-05-17 18:00:00,67160.0,66383.03498655248,STOP,-1.3068865596300225,2024
SELL,2024-06-18 03:00:00,2024-06-20 07:00:00,65438.2,65843.1,TREND_REVERSAL,-0.7687517382813231,2024
SELL,2024-06-20 14:00:00,2024-06-21 08:00:00,65109.4,63935.99244059281,TAKE_PROFIT,1.6522091424697372,2024
SELL,2024-08-02 16:00:00,2024-08-03 00:00:00,63374.6,61067.63091241108,TAKE_PROFIT,3.4902108851005313,2024
SELL,2024-08-15 20:00:00,2024-08-16 02:00:00,57026.0,58023.91955716172,STOP,-1.8999378479320248,2024
SELL,2024-09-05 10:00:00,2024-09-06 07:00:00,56770.3,55465.38046555312,TAKE_PROFIT,2.148595452986654,2024
BUY,2024-09-17 11:00:00,2024-09-17 14:00:00,59210.0,60352.5393427815,TAKE_PROFIT,1.7796391534901197,2024
BUY,2025-01-20 07:00:00,2025-01-20 15:00:00,107542.7,104882.86271609997,STOP,-2.6232848290958124,2025
SELL,2025-03-10 18:00:00,2025-03-11 05:00:00,78399.0,80263.03616823908,STOP,-2.527627480247298,2025
BUY,2025-03-25 20:00:00,2025-03-25 22:00:00,88053.8,87257.57308260624,STOP,-1.054250489352836,2025
BUY,2025-08-10 04:00:00,2025-08-10 06:00:00,118488.9,117747.89185693792,STOP,-0.7753819075559631,2025
SELL,2025-08-21 20:00:00,2025-08-22 02:00:00,112146.2,113042.2994399508,STOP,-0.9490457455988748,2025
BUY,2025-09-30 21:00:00,2025-09-30 23:00:00,114594.8,113786.98667163905,STOP,-0.8549301786476783,2025
SELL,2025-11-12 17:00:00,2025-11-13 05:00:00,101390.6,102602.67390158803,STOP,-1.3454499742461572,2025
SELL,2025-11-13 17:00:00,2025-11-14 04:00:00,100569.7,97754.15168432763,TAKE_PROFIT,2.6495990001684047,2025
SELL,2025-12-15 16:00:00,2025-12-15 18:00:00,86989.4,85123.5851086853,TAKE_PROFIT,1.9948761473405807,2025
SELL,2026-01-25 08:00:00,2026-01-25 16:00:00,88620.0,87907.5870158457,TAKE_PROFIT,0.6538963937647297,2026
SELL,2026-02-03 17:00:00,2026-02-03 18:00:00,76456.0,73966.50803406439,TAKE_PROFIT,3.106110659641636,2026
SELL,2026-02-23 18:00:00,2026-02-24 04:00:00,64767.4,63034.30248344765,TAKE_PROFIT,2.5258794031447125,2026
BUY,2026-05-05 04:00:00,2026-05-06 11:00:00,80839.0,82461.48494016094,TAKE_PROFIT,1.8570571632020916,2026
BUY,2026-06-14 23:00:00,2026-06-15 12:00:00,65389.1,66479.57194138294,TAKE_PROFIT,1.5176662339486813,2026
SELL,2026-06-30 13:00:00,2026-06-30 14:00:00,58378.6,58962.75956513954,STOP,-1.1506399008190331,2026
