side,entry_time,exit_time,entry_price,exit_price,reason,pnl_pct,year
BUY,2020-06-07 20:00:00,2020-06-08 08:00:00,9764.5,9652.30716092407,STOP,-1.2989870354440005,2020
SELL,2020-07-02 17:00:00,2020-07-02 21:00:00,9045.0,9116.432607407845,STOP,-0.9397469033482074,2020
SELL,2020-07-16 08:00:00,2020-07-17 12:00:00,9125.5,9166.864345785783,STOP,-0.6032830615942509,2020
BUY,2020-07-24 21:00:00,2020-07-24 22:00:00,9608.0,9555.262712114367,STOP,-0.6988893410244913,2020
SELL,2020-12-10 15:00:00,2020-12-10 18:00:00,18075.0,18307.183317791427,STOP,-1.4345550085279493,2020
BUY,2021-01-03 06:00:00,2021-01-03 15:00:00,33803.5,32815.04481865872,STOP,-3.074120819859729,2021
BUY,2021-02-11 14:00:00,2021-02-12 14:00:00,47669.0,46460.63686953177,STOP,-2.684903460253472,2021
BUY,2021-03-08 21:00:00,2021-03-09 01:00:00,51770.5,53552.82290407005,TAKE_PROFIT,3.292738439980401,2021
SELL,2021-03-17 15:00:00,2021-03-17 17:00:00,54597.5,55657.6372232322,STOP,-2.0917321731438303,2021
SELL,2021-04-21 23:00:00,2021-04-22 11:00:00,54060.0,55067.58038127708,STOP,-2.0138186853072195,2021
SELL,2021-06-21 08:00:00,2021-06-22 12:00:00,32970.5,31051.532646410436,TAKE_PROFIT,5.670255542347139,2021
SELL,2022-01-19 08:00:00,2022-01-19 11:00:00,41287.5,41764.96374415124,STOP,-1.3064365586466573,2022
SELL,2022-02-21 13:00:00,2022-02-21 14:00:00,37503.0,38131.34993375679,STOP,-1.8254657860885577,2022
SELL,2022-03-07 03:00:00,2022-03-07 12:00:00,37771.0,38411.65076704508,STOP,-1.8461445739987847,2022
BUY,2022-03-22 03:00:00,2022-03-22 04:00:00,41822.0,42807.44453778062,TAKE_PROFIT,2.2062826688838855,2022
SELL,2022-04-10 23:00:00,2022-04-11 10:00:00,42103.0,41230.43718864719,TAKE_PROFIT,1.9224480710467362,2022
SELL,2022-04-14 16:00:00,2022-04-15 14:00:00,39942.0,40453.457364922535,STOP,-1.4305001375057205,2022
SELL,2022-05-05 16:00:00,2022-05-05 19:00:00,36884.5,35648.280797926294,TAKE_PROFIT,3.2015953912177357,2022
SELL,2022-05-14 13:00:00,2022-05-14 18:00:00,29079.0,29689.81610848511,STOP,-2.25054028159534,2022
SELL,2022-05-20 17:00:00,2022-05-21 07:00:00,28888.5,29441.555263507962,STOP,-2.0644478374022954,2022
SELL,2022-05-23 21:00:00,2022-05-24 23:00:00,29318.0,29796.527980249004,STOP,-1.7821985819257933,2022
SELL,2022-05-27 18:00:00,2022-05-27 19:00:00,28374.0,28887.298418618728,STOP,-1.9590449658797764,2022
BUY,2022-07-18 07:00:00,2022-07-18 19:00:00,22186.5,21787.600093827445,STOP,-1.947939765950264,2022
SELL,2022-08-22 19:00:00,2022-08-22 23:00:00,21007.0,21300.664595403294,STOP,-1.5479368563016793,2022
SELL,2022-09-06 19:00:00,2022-09-07 20:00:00,18951.5,19243.410380798166,STOP,-1.6903022494164917,2022
SELL,2022-12-25 20:00:00,2022-12-25 21:00:00,16789.5,16835.737624018857,STOP,-0.4253960750400958,2022
BUY,2023-01-25 23:00:00,2023-01-29 19:00:00,22940.5,23779.465871544344,TAKE_PROFIT,3.507138560817523,2023
SELL,2023-02-12 22:00:00,2023-02-13 07:00:00,21725.2,21869.97557615817,STOP,-0.8163946760359785,2023
BUY,2023-02-17 20:00:00,2023-02-17 22:00:00,24526.8,24103.653522191293,STOP,-1.875241278147604,2023
BUY,2023-03-26 14:00:00,2023-03-26 14:00:00,28139.7,27874.656693471996,STOP,-1.0918839096650101,2023
SELL,2023-05-10 18:00:00,2023-05-10 20:00:00,27482.2,27875.488096849844,STOP,-1.5810648232304654,2023
SELL,2023-05-16 03:00:00,2023-05-17 11:00:00,27071.2,26575.80192722475,TAKE_PROFIT,1.679981946774615,2023
SELL,2023-05-18 18:00:00,2023-05-18 19:00:00,26476.4,26782.54367584521,STOP,-1.30628890576214,2023
