market,supertrend_flips,adx_24_26_pct,adx_change_abs_lt_0_25_pct,atr_ratio_near_080_pct,atr_ratio_near_120_pct
BINANCE_SPOT,1209,9.760132340777503,11.248966087675766,8.850289495450786,12.572373862696443
BYBIT_PERPETUAL,1251,9.512390087929656,12.070343725019985,9.512390087929656,10.871302957633892
