market,variant,signal_time,entry_time,entry_price,atr,adx,up_1_0atr_hour,down_1_0atr_hour,up_1_5atr_hour,down_1_5atr_hour,up_2_0atr_hour,down_2_0atr_hour,up_2_5atr_hour,down_2_5atr_hour,up_3_0atr_hour,down_3_0atr_hour,time_24h_ret_pct,time_48h_ret_pct
BYBIT_PERPETUAL,V1.9B_ROBUST,2023-01-25 22:00:00,2023-01-25 23:00:00,22940.5,279.6552905147812,31.24757438200091,1.0,27.0,46.0,,46.0,,,,,,0.2920598940737996,0.2615461737974325
BYBIT_PERPETUAL,V1.9B_ROBUST,2023-02-17 19:00:00,2023-02-17 20:00:00,24526.8,282.0976518724714,27.798782267379494,1.0,3.0,1.0,3.0,45.0,54.0,,54.0,,,0.32698925257269895,-0.030986512712618625
BYBIT_PERPETUAL,V1.9B_ROBUST,2023-03-26 13:00:00,2023-03-26 14:00:00,28139.7,176.69553768533538,25.62975992751896,67.0,1.0,67.0,1.0,67.0,1.0,67.0,1.0,,3.0,-1.6354118913847722,-4.520659424229832
BYBIT_PERPETUAL,V1.9B_ROBUST,2023-08-14 04:00:00,2023-08-14 05:00:00,29400.4,65.34080422360962,29.668408560139795,4.0,9.0,10.0,14.0,10.0,14.0,10.0,14.0,11.0,39.0,-0.10510061087604745,-0.6761812764452283
BYBIT_PERPETUAL,V1.9B_ROBUST,2023-09-15 23:00:00,2023-09-16 00:00:00,26588.9,148.05491576081937,27.464349242879067,3.0,11.0,58.0,49.0,58.0,,59.0,,59.0,,-0.14630165219321392,-0.2794399166569618
BYBIT_PERPETUAL,V1.9B_ROBUST,2023-10-29 13:00:00,2023-10-29 14:00:00,34399.8,132.89645906968525,25.994066783573842,1.0,13.0,4.0,13.0,4.0,18.0,4.0,28.0,23.0,,0.8142489200518565,-0.4938982203384945
BYBIT_PERPETUAL,V1.9B_ROBUST,2023-11-07 18:00:00,2023-11-07 19:00:00,35408.9,216.93937898048068,25.826768990275777,2.0,12.0,2.0,21.0,2.0,,27.0,,29.0,,0.6023909243156258,2.7990138072631416
BYBIT_PERPETUAL,V1.9B_ROBUST,2023-12-20 14:00:00,2023-12-20 15:00:00,43902.4,347.036492759841,27.22346417949303,1.0,2.0,40.0,6.0,,,,,,,-0.8350340755858418,-0.543933816830066
BYBIT_PERPETUAL,V1.9B_ROBUST,2024-01-04 21:00:00,2024-01-04 22:00:00,44456.0,500.6942464650622,29.71089516763064,,4.0,,4.0,,4.0,,4.0,,4.0,-1.120883570271736,-1.2652960230340111
BYBIT_PERPETUAL,V1.9B_ROBUST,2024-02-01 19:00:00,2024-02-01 20:00:00,43201.1,344.9282711030935,27.76553510767949,,3.0,,18.0,,,,,,,-0.370592415470899,-0.37151831782061107
BYBIT_PERPETUAL,V1.9B_ROBUST,2024-02-26 16:00:00,2024-02-26 17:00:00,53442.6,354.5855794236769,28.08508477255358,3.0,,3.0,,3.0,,3.0,,3.0,,6.8349968003053805,17.011522642985188
BYBIT_PERPETUAL,V1.9B_ROBUST,2024-05-15 13:00:00,2024-05-15 14:00:00,64098.0,556.6352869472453,35.11108767923683,2.0,,2.0,,5.0,,5.0,,5.0,,3.433492464663489,2.8350338544104297
BYBIT_PERPETUAL,V1.9B_ROBUST,2024-05-17 15:00:00,2024-05-17 16:00:00,67160.0,517.9766756316774,38.820091101495684,43.0,2.0,,3.0,,52.0,,52.0,,,-0.5792138177486599,-0.4353782013102951
BYBIT_PERPETUAL,V1.9B_ROBUST,2024-09-17 10:00:00,2024-09-17 11:00:00,59210.0,380.8464475938343,27.816273986999153,4.0,,4.0,,4.0,,4.0,,4.0,,1.1391656814727242,5.184766086809663
BYBIT_PERPETUAL,V1.9B_ROBUST,2025-01-20 06:00:00,2025-01-20 07:00:00,107542.7,1773.2248559333443,26.264820129677375,1.0,6.0,,9.0,,10.0,,11.0,,11.0,-5.003407948656676,-2.0199418463549854
BYBIT_PERPETUAL,V1.9B_ROBUST,2025-03-25 19:00:00,2025-03-25 20:00:00,88053.8,530.8179449291808,28.052129363118322,,3.0,,3.0,,8.0,,18.0,,19.0,-1.7434795545450588,-1.1741685197004657
BYBIT_PERPETUAL,V1.9B_ROBUST,2025-08-10 03:00:00,2025-08-10 04:00:00,118488.9,494.0054287080515,29.1138669944345,12.0,2.0,20.0,3.0,21.0,4.0,22.0,,22.0,,2.717976114218294,0.30028129217167426
BYBIT_PERPETUAL,V1.9B_ROBUST,2025-09-30 20:00:00,2025-09-30 21:00:00,114594.8,538.5422189073009,30.126813291953432,12.0,2.0,12.0,3.0,12.0,,12.0,,12.0,,2.511195970497786,5.221877432483847
BYBIT_PERPETUAL,V1.9B_ROBUST,2026-05-05 03:00:00,2026-05-05 04:00:00,80839.0,540.8283133869795,26.508739518437086,10.0,58.0,10.0,59.0,29.0,60.0,31.0,62.0,32.0,72.0,0.8713615952696028,-0.039337448508767935
BYBIT_PERPETUAL,V1.9B_ROBUST,2026-06-14 22:00:00,2026-06-14 23:00:00,65389.1,363.49064712764357,29.53351674261601,1.0,58.0,5.0,58.0,13.0,61.0,13.0,69.0,14.0,69.0,1.2046350232684107,0.5496328898853196
