timestamp,equity,peak,drawdown_pct
2021-10-20 13:00:00+00:00,100.0,100.0,0.0
2021-10-21 13:00:00+00:00,101.47777629657844,101.47777629657844,0.0
2021-10-23 09:00:00+00:00,100.72234624160272,101.47777629657844,-0.7444290587999336
2021-11-01 16:00:00+00:00,101.62468648078537,101.62468648078537,0.0
2021-11-11 14:00:00+00:00,99.9762474453297,101.62468648078537,-1.6220852359208449
2021-12-22 06:00:00+00:00,101.37912431390231,101.62468648078537,-0.24163633403139206
2022-02-10 02:00:00+00:00,101.04444738054023,101.62468648078537,-0.570962745705339
2022-02-17 20:00:00+00:00,99.36265765098149,101.62468648078537,-2.2258654940417233
2022-03-30 13:00:00+00:00,99.37789360498607,101.62468648078537,-2.210873119125545
2022-06-08 20:00:00+00:00,98.76044496851458,101.62468648078537,-2.818450527581551
2022-07-09 19:00:00+00:00,98.5936142616178,101.62468648078537,-2.9826140912529775
2022-07-17 16:00:00+00:00,99.75533375407346,101.62468648078537,-1.839467152565688
2022-07-19 05:00:00+00:00,100.89167961412696,101.62468648078537,-0.7212881948688743
2022-08-11 13:00:00+00:00,102.00288226669565,102.00288226669565,0.0
2022-08-14 03:00:00+00:00,102.09540217305391,102.09540217305391,0.0
2022-09-24 23:00:00+00:00,100.51763851757296,102.09540217305391,-1.545381693885306
2022-10-07 02:00:00+00:00,99.90951045335964,102.09540217305391,-2.141028560707503
2023-01-17 04:00:00+00:00,98.80010085679564,102.09540217305391,-3.2276686766683826
2023-01-26 22:00:00+00:00,98.3224342873836,102.09540217305391,-3.6955316354746803
2023-02-18 20:00:00+00:00,98.3572383156949,102.09540217305391,-3.6614419237241846
2023-03-22 13:00:00+00:00,98.21872389792324,102.09540217305391,-3.7971134768239767
2023-03-27 09:00:00+00:00,97.98415719475179,102.09540217305391,-4.026865941850621
2023-05-06 12:00:00+00:00,98.19303470234945,102.09540217305391,-3.822275428319355
2023-06-30 11:00:00+00:00,98.41278568251735,102.09540217305391,-3.60703460895766
2023-07-01 18:00:00+00:00,98.24679258414804,102.09540217305391,-3.7696208712537316
2023-07-14 16:00:00+00:00,104.45246681727475,104.45246681727475,0.0
2023-07-14 16:00:00+00:00,104.84110317709204,104.84110317709204,0.0
2023-07-16 11:00:00+00:00,104.01831504901247,104.84110317709204,-0.784795374281555
2023-07-20 00:00:00+00:00,105.11090871386972,105.11090871386972,0.0
2023-08-02 08:00:00+00:00,105.01937329153104,105.11090871386972,-0.08708460754330849
2023-08-15 05:00:00+00:00,104.96579227897007,105.11090871386972,-0.13806029904535055
2023-09-16 23:00:00+00:00,104.76619285090973,105.11090871386972,-0.32795441232305045
2023-09-17 03:00:00+00:00,104.47732003686106,105.11090871386972,-0.6027810859607352
2023-10-04 23:00:00+00:00,104.65580245517184,105.11090871386972,-0.4329771897765289
2023-11-08 19:00:00+00:00,104.7504931255872,105.11090871386972,-0.3428907548155946
2023-11-14 21:00:00+00:00,102.14366994290312,105.11090871386972,-2.8229598690312385
2023-12-07 01:00:00+00:00,102.06619194969858,105.11090871386972,-2.896670575324767
2024-01-05 22:00:00+00:00,101.80676345684043,105.11090871386972,-3.14348462729378
2024-02-02 20:00:00+00:00,101.7007637990419,105.11090871386972,-3.2443301618777176
2024-02-27 16:00:00+00:00,103.1624512747874,105.11090871386972,-1.8537157207786703
2024-05-16 13:00:00+00:00,103.85767103589774,105.11090871386972,-1.1923002981389041
2024-05-18 15:00:00+00:00,103.81438662310806,105.11090871386972,-1.2334800513341682
2024-08-01 00:00:00+00:00,103.37702745643529,105.11090871386972,-1.649573082994038
2024-09-18 11:00:00+00:00,103.58154147206042,105.11090871386972,-1.4550033488650582
2024-10-15 04:00:00+00:00,103.71649740184392,105.11090871386972,-1.3266095109325193
2024-11-14 15:00:00+00:00,102.35567656582492,105.11090871386972,-2.6212618478497096
2024-11-19 06:00:00+00:00,101.44189436846085,105.11090871386972,-3.490612335391907
2024-11-28 11:00:00+00:00,102.27868660998124,105.11090871386972,-2.69450824709192
2025-01-21 07:00:00+00:00,101.22451901687315,105.11090871386972,-3.6974180363866904
2025-02-12 05:00:00+00:00,100.90482519927455,105.11090871386972,-4.001567074303258
2025-03-26 20:00:00+00:00,100.52270275233501,105.11090871386972,-4.36510921432961
2025-04-15 05:00:00+00:00,100.06812009667986,105.11090871386972,-4.7975882607172675
2025-04-22 01:00:00+00:00,99.47365646622798,105.11090871386972,-5.363146714854617
2025-04-23 09:00:00+00:00,99.77605111872889,105.11090871386972,-5.075455688108688
2025-05-19 23:00:00+00:00,99.66615573378834,105.11090871386972,-5.180007524150465
2025-08-11 04:00:00+00:00,100.17803634842902,105.11090871386972,-4.693016572493769
2025-08-11 05:00:00+00:00,100.27583317412083,105.11090871386972,-4.59997501582905
2025-08-19 23:00:00+00:00,99.79491422303451,105.11090871386972,-5.057509782648983
2025-08-27 20:00:00+00:00,99.62768714234844,105.11090871386972,-5.216605620304904
2025-08-27 20:00:00+00:00,100.50759000952208,105.11090871386972,-4.379487115727143
2025-10-01 20:00:00+00:00,101.01456985016127,105.11090871386972,-3.8971586430285754
2025-11-14 04:00:00+00:00,99.61380396357542,105.11090871386972,-5.229813743936306
2025-12-01 14:00:00+00:00,97.8054988634294,105.11090871386972,-6.9501918876250235
2026-01-14 16:00:00+00:00,98.76764902429454,105.11090871386972,-6.034825278547096
2026-01-14 16:00:00+00:00,99.22689931245986,105.11090871386972,-5.597905558429861
2026-03-16 09:00:00+00:00,100.42439474577694,105.11090871386972,-4.45863709622214
2026-04-14 15:00:00+00:00,101.12322446226611,105.11090871386972,-3.7937872485326762
2026-05-06 03:00:00+00:00,101.29651389133171,105.11090871386972,-3.62892383788771
2026-05-06 21:00:00+00:00,101.75900528911583,105.11090871386972,-3.1889206037389983
2026-06-15 22:00:00+00:00,102.05598127421747,105.11090871386972,-2.906384767320669
2026-06-15 22:00:00+00:00,103.27413846633375,105.11090871386972,-1.747459202865398
2026-06-15 22:00:00+00:00,103.39446132754446,105.11090871386972,-1.632986915751744
